Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
HRAEB,Hospital Regional de Alta Especialidad del Bajío,HRAEB-Dirección de Administración y Finanzas #012NBQ001,2145727,2950,ADJUDICACIÓN DIRECTA REFACCIONES HRAEB,AA-012NBQ001-E194-2020,,2020-08-12 10:49,2020-08-18 10:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2361484,AA-012NBQ001-E194-2020,ADJUDICACIÓN DIRECTA DE REFACCIONES PARA EL  HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJÍO,2020-08-20,2020-12-31,77517,MXN,Expirado,0,0,DEW780426CF3,DEWIMED SA,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1877152
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Hospital Regional Mérida #051GYN016,2151293,2950,Adquisición de Manómetros de Oxigeno.,AA-051GYN016-E269-2020,,2020-08-27 11:05,2020-08-05 11:30,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2364154,Adquisición de Manómetros de Oxigeno.,,2020-08-05,2020-08-14,40000,MXN,Expirado,0,0,CMA100520LE4,CORPORATIVO MARCHA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1882096
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2081245,5310,"AA-050GYR040-E1-2020 Equipo Médico para el Hospital Rural de Tlaxiaco, Oaxaca",AA-050GYR040-E1-2020,,2020-03-24 11:18,2020-03-26 18:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2347379,20BI0006_Campas Equipos_E1-2020,20BI0006,2020-03-30,2020-12-31,4786200,MXN,Expirado,0,0,CEQ160218IA3,CAMPAS EQUIPOS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1821997
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdirección de Adquisiciones #007000999,2105406,3540,CONTRATACIÓN DE UN SV. DE LAB. DEL SV. DE SND. PARA ATENCIÓN DE EMERGENCIAS,AA-007000999-E241-2020,,2020-10-08 18:08,2020-04-17 18:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2351866,CONTRATACIÓN DE UN SV. DE LAB. DEL SV. DE SND. PARA ATENCIÓN DE EMERGENCIAS,CONTRATACIÓN DE UN SV. DE LAB. DEL SV. DE SND. PARA ATENCIÓN DE EMERGENCIAS,2020-04-17,2020-09-17,18572597.4,MXN,Expirado,0,0,CPI9106184E5,CENTRUM PROMOTORA INTERNACIONAL SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1842037
INER,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,INER-Departamento de Adquisiciones #012NCD001,2141304,2950,REFACCIONES PARA VENTILADOR VYAIRE/CAREFUSION,AA-012NCD001-E412-2020,,2020-08-03 11:19,2020-07-22 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2351882,REFACCIONES PARA VENTILADOR VYAIRE/CAREFUSION,REFACCIONES PARA VENTILADOR VYAIRE/CAREFUSION,2020-07-22,2020-12-31,76700,MXN,Expirado,0,0,SIM881017I91,SERVICIOS DE INGENIERIA EN MEDICINA SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1873434
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE Hospital de Especialidades No. 1 CMN Bajío, Departamento de Abastecimiento #050GYR058",2149376,2950,ADJUDICACIÓN DIRECTA DE REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTA,AA-050GYR058-E432-2020,,2020-09-01 15:02,2020-08-19 22:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2366851,ADJUDICACIÓN DIRECTA DE REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTA,"ADJUDICACIÓN DIRECTA DE REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO Y DE LABORATORIO, CONSUMIBLES COMO JERINGAS Y SISTEMA INTEGRADO, PARA LA UMAE No. 1 LEÓN GTO.

",2020-08-19,2020-08-26,32360,MXN,Expirado,0,0,DDM950901N65,DISENO Y DESARROLLO MEDICO,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1883847
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Subdirección Administrativa #051GYN901,2150676,3540,SERVICIO DE MANTENIMIENTO Y CONSERVACIÓN PARA SISTEMA DE AIRE ACONDICIONADO,AA-051GYN901-E315-2020,,2020-12-04 14:32,2020-08-10 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2363394,SERVICIO DE MANTENIMIENTO Y CONSERVACIÓN PARA SISTEMA DE AIRE ACONDICIONADO,SERVICIO DE MANTENIMIENTO Y CONSERVACIÓN PARA SISTEMA DE AIRE ACONDICIONADO,2020-08-10,2020-12-31,1599999.99,MXN,Expirado,0,0,SEI1610212W7,SEINSBE SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1881494
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Departamento de Recursos Materiales y Obras #051GYN051,2142148,2950,AA-051GYN051-E155-2020 - MATERIAL DE LABORATORIO,AA-051GYN051-E155-2020,,2020-08-20 18:05,2020-03-18 11:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2361872,AA-051GYN051-E155-2020 - MATERIAL DE LABORATORIO,"ADQUISICION DE MATERIAL DE LABORATORIO PARA EL HOSPITAL GENERAL DR FERNANDO OCARANZA EN HERMOSILLO SONORA.

",2020-03-19,2020-04-04,50110,MXN,Expirado,0,0,HIB091016UZA,HERSON INGENIERIA BIOMEDICA SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1880119
ININ,Instituto Nacional de Investigaciones Nucleares,ININ-Mantenimiento y Obras #018T0Q003,2152756,3540,Mantenimiento a 3 Microscopios Electrónicos,AA-018T0Q003-E9-2020,,2020-08-31 13:41,2020-08-01 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2365806,Mantenimiento a 3 Microscopios Electrónicos,"Mantenimiento a 3 Microscopios Electrónicos de transmisión, de barrido de bajo vacío y de barrido de alto y bajo vacío",2020-08-10,2020-12-31,680151.09,MXN,Expirado,0,0,JME910507HC7,JEOL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1883253
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2082130,5320,"AA-050GYR040-E2-2020 Instrumental Médico para el Hospital Rural de Tlaxiaco, Oax",AA-050GYR040-E2-2020,,2020-03-20 23:16,2020-03-26 17:00,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2347382,20BI0015_Savare Medika_E2-2020,20BI0015,2020-03-30,2020-12-31,1526688.72,MXN,Expirado,0,0,SME151106JG0,SAVARE MEDIKA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1821218
IMP,Instituto Mexicano del Petróleo,IMP-Unidad de Administración Marina Adquisiciones Campeche #018T0O003,2134176,3540,SDI SERVICIO MANTTO A EQUIPOS DETECTORES DE GAS PARA EL IMP MARINA,AA-018T0O003-E7-2020,,2020-07-11 12:44,2020-07-17 11:30,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2349441,SDI SERVICIO DE MANTENIMIENTO Y CALIBRACION DE DETECTORES DE GAS MULTIPLE,"Servicio de mantenimiento preventivo a equipos detectores de gas, en modalidad de pedido tipo abierto, de acuerdo a lo siguiente:



Mantenimiento y calibración a 23 detectores de gas



Servicio de mantenimiento preventivo y calibración a 23 equipos detectores de gas, en modalidad de pedido abierto, de acuerdo a lo siguiente:



El periodo del servicio se contará al día siguiente de la notificación de la adjudicación y hasta el 31 de diciembre de 2020, lo que ocurra primero, con un máximo de 43 y un mínimo de 23 servicios a equipos, se requiere dos mantenimientos por equipo, dentro de la vigencia del pedido.



El servicio consiste en mantenimiento preventivo y calibración a equipos detectores de gas, propiedad del instituto mexicano del petróleo (IMP), que incluye:



a- Limpieza general exterior.

b- Revisión de los sensores.



NOTA En este acto solo se adjudica el servicio mínimo 23 equipos a razón de $1,350.00 por equipo  dos servicios por cada equipo $ 2,700.00 c/u



con fecha 30 de diciembre 2020, mediante oficio del proveedor acepta la ampliación en tiempo para el servicio, vigencia al 31 de marzo del 2021, bajo las mismas condiciones y precios del pedido adjudicado originalmente",2020-07-24,2021-03-31,62100,MXN,Expirado,0,0,GIM070301BAA,GRUPO INDUSTRIAL MAZECA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1867837
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Hospital Regional Mérida #051GYN016,2151506,2950,Adquisición de Tromba para Toma de Succión para Aditamento para el HRM.,AA-051GYN016-E286-2020,,2020-08-27 14:39,2020-08-14 11:30,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2364369,Adquisición de Tromba para Toma de Succión para Aditamento para el HRM.,Adquisición de Tromba para Toma de Succión para Aditamento para el HRM.,2020-08-14,2020-08-28,27400,MXN,Expirado,0,0,CMA100520LE4,CORPORATIVO MARCHA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1882275
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR009,2119431,5310,LA-050GYR009-E251-2020 CONSUMIBLES EQUIPO MEDICO,LA-050GYR009-E251-2020,2020-08-07,2020-06-25 15:39,2020-07-15 10:30,Nacional,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2364377,D200016,LA-050GYR009-E251-2020 ADQUISICION Y SUMINISTRO DEL GRUPO 379 CONSUMIBLES DE EQUIPO MEDICO     ,2020-08-07,2020-12-31,104478.68,MXN,Expirado,0,0,AME181017JV4,AZTEC MEDIC SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1861443
HJM,Hospital Juárez de México,HJM-Dirección de Administración #012NAW001,2125197,3540,SOLICITUD DE COTIZACIÓN MTTO PREV Y CORRECTIVO A TOMAS DE GASES MEDICINALES,AA-012NAW001-E403-2020,,2020-06-22 23:08,2020-06-26 09:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2363626,"HJMS/067/2020 MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO A TOMAS DE GASES MEDICINALES, TROMBAS DE ASPIRACIÓN Y HUMIDIFICADORES EN ÁREAS COVID","HJMS/067/2020 MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO A TOMAS DE GASES MEDICINALES, TROMBAS DE ASPIRACIÓN Y HUMIDIFICADORES EN ÁREAS COVID",2020-07-01,2020-07-31,147600,MXN,Expirado,0,0,,MARCO ANTONIO CURIEL PORTILLO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1860173
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Subdelegación de Administración Veracruz #051GYN047,2144675,5310,ADQUISICIÓN DE INSTRUMENTAL Y EQUIPO MÉDICO,IA-051GYN047-E13-2020,2020-08-20,2020-08-13 18:03,2020-08-19 10:00,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Presencial,2362460,ADQUISICIÓN DE INSTRUMENTAL Y EQUIPO MÉDICO,EQUIPO MÉDICO Y DE LABORATORIO E INSTRUMENTAL MÉDICO Y DE LABORATORIO,2020-08-20,2020-12-31,7129827.58,MXN,Expirado,0,0,BSE0502212HA,BIENES Y SERVICIOS ESCALANTE SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1877898
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR009,2119431,5310,LA-050GYR009-E251-2020 CONSUMIBLES EQUIPO MEDICO,LA-050GYR009-E251-2020,2020-08-07,2020-06-25 15:39,2020-07-15 10:30,Nacional,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2364417,D200017,LA-050GYR009-E251-2020 ADQUISICION Y SUMINISTRO DEL GRUPO 379 CONSUMIBLES DE EQUIPO MEDICO     ,2020-08-07,2020-12-31,1403602,MXN,Expirado,0,0,,MIGUEL ANGEL VILLANUEVA PONCE,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1861443
HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,HRAEPY-Subdirección de Recursos Materiales #012NBS001,2147520,2950,REFACCIONES Y ACC. MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO,AA-012NBS001-E137-2020,,2020-08-17 14:45,2020-08-17 15:30,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2363797,REFACCIONES Y ACC. MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO,"REFACCIONES Y ACC. MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO

 ",2020-08-17,2020-09-30,153093.59,MXN,Expirado,0,0,GSM920409JL6,GE SISTEMAS MEDICOS DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1878732
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,2152952,5310,AGITADOR,AA-011L4J995-E467-2020,,2020-10-06 17:07,2020-09-30 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2366024,AGITADOR,"CAT. SHKE480HP MAXQHP FLOOR 480 DR-1 AGITADOR DE CONSOLA INCUBADORES Y REFRIGERADOS

MARCA THERMO SCIENTIFIC",2020-09-30,2022-06-09,362619.49,MXN,Expirado,0,0,ALA860227ID6,ACCESORIOS PARA LABORATORIOS SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1897529
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR009,2139112,2950,AA-050GYR009-E329-2020 ADQ EQUIPAMIENTO UHM SARS Co.V2,AA-050GYR009-E329-2020,,2020-07-27 16:36,2020-08-03 10:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2366780,BIA200801090537,AA-050GYR009-E329-2020 ADQ EQUIPAMIENTO UHM SARS Co.V2,2020-08-11,2021-01-01,288970,MXN,Expirado,0,0,,CYNTHIA MONTSERRATT LOMBARDINI ORTEGA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1871678
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA #050GYR050,2137574,2950,Convocatoria para la Adquisición de Refacciones de Equipo Medico ,LA-050GYR050-E165-2020,2020-08-25,2020-08-06 10:52,2020-08-21 10:00,Internacional bajo TLC,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2366788,Convocatoria para la Adquisición de Refacciones de Equipo Medico,Convocatoria para la Adquisición de Refacciones de Equipo Medico,2020-08-31,2020-12-31,266155,MXN,Expirado,0,0,TIC9302014Q7,TECNOLOGIA INDUSTRIAL CIENTIFICA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1870973
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Chiapas #050GYR004,2139479,5310,AA-050GYR004-E288-2020-ADQ DE MESA PARA EMBALSAMAR PARA VELATORIO DEL IMSS,AA-050GYR004-E288-2020,,2020-07-29 16:09,2020-07-31 11:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2357708,CONTRATO PARA LA ADQ DE MESA PARA EMBALSAMAR PARA VELATORIO DEL IMSS; EJERCICIO 2020,AA-050GYR004-E288-2020-ADQUISICIÓN DE MESA PARA EMBALSAMAR MODELO IMPERIAL PARA VELATORIO DEL IMSS; EJERCICIO 2020,2020-08-06,2020-12-31,51293.1,MXN,Expirado,0,0,FUN100317FG6,FUNEMEX SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1871970
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2147837,3540,SERVICIO PREVENTIVO AL SISTEMA DE BIODESCONTAMINACION DE PEROXIDO ,AA-012NCG001-E1012-2020,,2020-08-18 11:10,2020-04-02 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2360454,SERVICIO PREVENTIVO AL SISTEMA DE BIODESCONTAMINACION DE PEROXIDO,SERVICIO PREVENTIVO AL SISTEMA DE BIODESCONTAMINACION DE PEROXIDO,2020-04-04,2020-06-04,75685.72,MXN,Expirado,0,0,STE190329RXA,SANIEREN TECH SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1879011
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2142198,2950,TARJETA ELECTRONICA DE CONTROL 3310 MARCA THERMO FISHER SCIENTIFIC ASHVILLE  PRE,AA-012NCG001-E986-2020,,2020-08-04 15:33,2020-07-28 09:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2353574,TARJETA ELECTRONICA DE CONTROL 3310 MARCA THERMO FISHER SCIENTIFIC ASHVILLE  PRES. PZA.,TARJETA ELECTRONICA DE CONTROL 3310 MARCA THERMO FISHER SCIENTIFIC ASHVILLE  PRES. PZA.,2020-07-29,2020-12-31,30029,MXN,Expirado,0,0,ALA860227ID6,ACCESORIOS PARA LABORATORIOS SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1874162
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA #050GYR050,2137574,2950,Convocatoria para la Adquisición de Refacciones de Equipo Medico ,LA-050GYR050-E165-2020,2020-08-25,2020-08-06 10:52,2020-08-21 10:00,Internacional bajo TLC,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2366800,Convocatoria para la Adquisición de Refacciones de Equipo Medico,Convocatoria para la Adquisición de Refacciones de Equipo Medico,2020-08-31,2020-12-31,599620,MXN,Expirado,0,0,RIM150608PX9,RAC INNOVACIONES MEDICAS SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1870973
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR009,2148383,5310,AA-050GYR009-E341-2020 ADQ EQUIPAMIENTO UHM SARS Co.V2 (2DA iNV),AA-050GYR009-E341-2020,,2020-08-26 10:56,2020-08-27 11:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2366820,BIA200801090565,AA-050GYR009-E341-2020 ADQ EQUIPAMIENTO UHM SARS Co.V2 (2DA iNV),2020-08-28,2021-01-01,87400,MXN,Expirado,0,0,,CYNTHIA MONTSERRATT LOMBARDINI ORTEGA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1879639
ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE-Hospital Regional Mérida #051GYN016,2151520,2950,Adquisición de Trompas de Aire para Succión y Oxigeno para el HRM.,AA-051GYN016-E287-2020,,2020-08-27 14:47,2020-08-14 11:30,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2364378,Adquisición de Trompas de Aire para Succión y Oxigeno para el HRM. ,,2020-08-14,2020-08-31,33300,MXN,Expirado,0,0,CMA100520LE4,CORPORATIVO MARCHA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1882280
YUC,_Gobierno del Estado de Yucatán,YUC-Secretaría de Educación-Dirección de Planeación #931008986,2147583,5310,ADQUISICIÓN DE INSTRUMENTAL MEDICO Y DE LABORATORIO,AA-931008986-E23-2020,,2020-08-17 15:15,2020-06-26 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2360200,ADQUISICIÓN DE INSTRUMENTAL MEDICO Y DE LABORATORIO,"ADJUDICACIÓN DIRECTA NUMERO AA-931008986-E23-2020 RELATIVA A LA ADQUISICIÓN DE INSTRUMENTAL MEDICO Y DE LABORATORIO

",2020-06-26,2020-12-31,115000,MXN,Expirado,0,0,FXA131029A70,FERRETERIA XAY-HA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1878783
INER,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,INER-Departamento de Adquisiciones #012NCD001,2152140,2950,REFACCIONES PARA VENTILADORGE IVENT,AA-012NCD001-E452-2020,,2020-08-28 17:00,2020-09-02 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2369655,REFACCIONES PARA VENTILADORGE IVENT ,REFACCIONES PARA VENTILADORGE IVENT ,2020-09-02,2020-12-31,180425,MXN,Expirado,0,0,SBI180305SYA,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1882820
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR013,2127925,2950,LA-050GYR013-E341-2020 ADQ DE REFAC DE EQ MEDICO EJERCICIO 2020 IMSS BIENESTAR,LA-050GYR013-E341-2020,2020-08-10,2020-07-09 23:03,2020-07-23 11:00,Nacional,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2369105,LA-050GYR013-E341-2020 ADQ DE REFAC DE EQ MEDICO EJERCICIO 2020 IMSS BIENESTAR,LA-050GYR013-E341-2020 ADQ DE REFAC DE EQ MEDICO EJERCICIO 2020 IMSS BIENESTAR,2020-08-12,2021-04-16,828385,MXN,Expirado,0,0,DMT960920DAA,DISTRIBUIDORA MEDICO TECNICA LA UNION SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1867427
IMP,Instituto Mexicano del Petróleo,IMP-Gerencia de Proveeduria y Servicios #018T0O004,2153286,2950,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO”.,AA-018T0O004-E95-2020,,2020-09-01 11:20,2020-08-31 16:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2366455,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO,REFACCIONES Y ACCESORIOS MENORES DE EQUIPO,2020-08-31,2020-10-13,30788.78,MXN,Expirado,0,0,FLU040210EY1,FLUSISTEMAS S DE RL DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1883614
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2145242,3540,"INV.94 REQ.1769 ECO. SANA0118 ""INSTALACIÓN, REPARACIÓN Y MANTENIMIENTO DE QUIPOS",IA-013000999-E1254-2020,2020-08-31,2020-08-11 14:44,2020-08-25 09:00,Nacional,Servicios,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2367208,"INV.94 REQ.1769 ECO. SANA0118 ""INSTALACIÓN, REPARACIÓN Y MANTENIMIENTO DE QUIPOS","""INSTALACIÓN, REPARACIÓN Y MANTENIMIENTO DE QUIPOS",2020-08-31,2020-12-31,56322.93,MXN,Expirado,0,0,BIO090619UG7,BIOABAST SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1876664
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2145257,5310,"INV.95 REQ.1770 ECO. SANA0134 ""EQUIPO MEDICO Y DE LABORATORIO""",IA-013000999-E1253-2020,2020-08-31,2020-08-11 14:36,2020-08-25 09:00,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2367236,"INV.95 REQ.1770 ECO. SANA0134 ""EQUIPO MEDICO Y DE LABORATORIO""","""EQUIPO MEDICO Y DE LABORATORIO""",2020-08-31,2020-09-15,3113541.12,MXN,Expirado,1,0,HSO190507A66,HOSPITIUM SOLUTIONS SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1876673
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2145257,5310,"INV.95 REQ.1770 ECO. SANA0134 ""EQUIPO MEDICO Y DE LABORATORIO""",IA-013000999-E1253-2020,2020-08-31,2020-08-11 14:36,2020-08-25 09:00,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2367391,"INV.95 REQ.1770 ECO. SANA0134 ""EQUIPO MEDICO Y DE LABORATORIO""","""EQUIPO MEDICO Y DE LABORATORIO""",2020-08-31,2020-09-15,634000,MXN,Expirado,0,0,VIA1007285B5,VIASIS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1876673
